customer_id,recency,frequency,monetary,Segment
CS2797,8/22/2014,20,1352,P0
CS2798,12/29/2014,21,1535,P0
CS2799,3/9/2015,17,1102,P0
CS2800,1/4/2015,16,1063,P0
CS2801,2/2/2015,18,1148,P0
CS2802,2/15/2015,20,1347,P0
CS2803,11/9/2014,15,1034,P0
CS2804,2/18/2015,22,1530,P0
CS2805,2/11/2015,18,1104,P0
CS2806,10/20/2014,11,762,P2
CS2807,1/14/2015,19,1316,P0
CS2808,9/29/2014,24,1509,P0
CS2809,3/3/2015,24,1594,P0
CS2810,12/17/2014,15,1082,P0
CS2811,10/24/2014,17,1110,P0
CS2812,2/24/2015,16,1134,P0
CS2813,12/31/2014,23,1593,P0
CS2814,2/21/2015,18,1385,P0
CS2815,2/8/2015,16,1166,P0
CS2816,3/6/2015,21,1401,P0
CS2817,1/8/2015,21,1406,P0
CS2818,3/6/2015,29,2018,P0
CS2819,2/21/2015,20,1338,P0
CS2820,10/17/2014,23,1596,P0
CS2821,2/26/2015,27,1864,P0
CS2822,1/29/2015,15,1131,P0
CS2823,2/26/2015,25,1731,P0
CS2824,3/13/2015,20,1292,P0
CS2825,2/24/2015,14,873,P2
CS2826,10/25/2014,18,1142,P0
CS2827,1/2/2015,21,1455,P0
CS2828,1/27/2015,20,1350,P0
CS2829,1/24/2015,24,1794,P0
CS2830,12/8/2014,28,2070,P0
CS2831,1/29/2015,17,1250,P0
CS2832,2/20/2015,24,1585,P0
CS2833,3/13/2015,18,1299,P0
CS2834,2/17/2015,24,1747,P0
CS2835,10/2/2014,24,1800,P0
CS2836,2/10/2015,18,1297,P0
CS2837,2/24/2015,26,1813,P0
CS2838,7/9/2014,18,1446,P0
CS2839,12/16/2014,19,1295,P0
CS2840,2/2/2015,29,2074,P0
CS2841,8/10/2014,12,792,P2
CS2842,2/25/2015,24,1733,P0
CS2843,9/29/2014,18,1374,P0
CS2844,9/8/2014,11,740,P2
CS2845,1/2/2015,27,1829,P0
CS2846,3/9/2015,19,1283,P0
CS2847,12/10/2014,21,1493,P0
CS2848,1/9/2015,19,1331,P0
CS2849,1/9/2015,21,1301,P0
CS2850,2/18/2015,17,1131,P0
CS2851,9/16/2014,19,1392,P0
CS2852,10/14/2014,16,1151,P0
CS2853,2/3/2015,25,1779,P0
CS2854,2/27/2015,23,1564,P0
CS2855,12/15/2014,19,1346,P0
CS2856,1/16/2015,21,1448,P0
CS2857,10/31/2014,15,1095,P0
CS2858,1/26/2015,23,1555,P0
CS2859,2/27/2015,13,792,P2
CS2860,9/25/2014,21,1356,P0
CS2861,3/6/2015,14,1082,P2
CS2862,2/21/2015,24,1734,P0
CS2863,11/3/2014,25,1716,P0
CS2864,1/19/2015,23,1442,P0
CS2865,2/7/2015,25,1868,P0
CS2866,2/27/2015,22,1488,P0
CS2867,2/23/2015,21,1464,P0
CS2868,1/27/2015,20,1507,P0
CS2869,2/17/2015,21,1452,P0
CS2870,1/28/2015,24,1670,P0
CS2871,10/22/2014,29,2124,P0
CS2872,3/15/2015,22,1674,P0
CS2873,2/28/2015,29,2045,P0
CS2874,1/5/2015,14,930,P2
CS2875,2/24/2015,15,1007,P0
CS2876,3/1/2015,21,1369,P0
CS2877,3/15/2015,24,1677,P0
CS2878,1/4/2015,23,1610,P0
CS2879,12/20/2014,15,1028,P0
CS2880,12/27/2014,20,1482,P0
CS2881,9/19/2014,26,1801,P0
CS2882,7/25/2014,11,781,P2
CS2883,9/15/2014,21,1658,P0
CS2884,3/16/2015,21,1399,P0
CS2885,2/14/2015,28,1781,P0
CS2886,12/2/2014,16,897,P2
CS2887,2/10/2015,25,1527,P0
CS2888,9/6/2014,24,1792,P0
CS2889,2/8/2015,22,1536,P0
CS2890,1/7/2015,19,1308,P0
CS2891,1/19/2015,24,1823,P0
CS2892,9/23/2014,17,1181,P0
CS2893,3/11/2015,24,1724,P0
CS2894,2/27/2015,19,1377,P0
CS2895,2/26/2015,21,1304,P0
CS2896,1/27/2015,24,1845,P0
CS2897,2/17/2015,16,1188,P0
CS2898,2/10/2015,21,1336,P0
CS2899,3/2/2015,24,1673,P0
CS2900,3/6/2015,26,1954,P0
CS2901,9/7/2014,19,1259,P0
CS2902,11/27/2014,28,1961,P0
CS2903,10/14/2014,17,1289,P0
CS2904,3/10/2015,25,1869,P0
CS2905,12/20/2014,17,1185,P0
CS2906,1/18/2015,27,1935,P0
CS2907,2/12/2015,29,2039,P0
CS2908,1/10/2015,16,1061,P0
CS2909,2/12/2015,19,1412,P0
CS2910,3/5/2015,23,1345,P0
CS2911,2/10/2015,21,1511,P0
CS2912,12/21/2014,20,1361,P0
CS2913,8/14/2014,21,1490,P0
CS2914,12/19/2014,26,1792,P0
CS2915,12/21/2014,24,1749,P0
CS2916,1/12/2015,21,1514,P0
CS2917,3/15/2015,20,1474,P0
CS2918,3/7/2015,24,1741,P0
CS2919,2/24/2015,18,1313,P0
CS2920,3/9/2015,21,1419,P0
CS2921,1/22/2015,16,1044,P0
CS2922,3/11/2015,15,977,P2
CS2923,9/2/2014,13,966,P2
CS2924,3/11/2015,21,1459,P0
CS2925,3/14/2015,14,997,P2
CS2926,2/19/2015,14,986,P2
CS2927,3/3/2015,25,1581,P0
CS2928,10/27/2014,17,1243,P0
CS2929,3/16/2015,22,1449,P0
CS2930,1/27/2015,26,1955,P0
CS2931,3/11/2015,21,1550,P0
CS2932,11/25/2014,18,1228,P0
CS2933,10/7/2014,13,900,P2
CS2934,2/27/2015,17,1227,P0
CS2935,3/6/2015,21,1388,P0
CS2936,1/13/2015,13,813,P2
CS2937,3/2/2015,20,1394,P0
CS2938,12/13/2014,30,2039,P0
CS2939,2/20/2015,17,1227,P0
CS2940,12/19/2014,21,1334,P0
CS2941,5/8/2014,13,1077,P2
CS2942,1/5/2015,17,1246,P0
CS2943,3/6/2015,19,1306,P0
CS2944,8/4/2014,17,1239,P0
CS2945,3/8/2015,26,1911,P0
CS2946,3/5/2015,31,2238,P0
CS2947,11/7/2014,19,1348,P0
CS2948,9/2/2014,17,1199,P0
CS2949,12/5/2014,24,1581,P0
CS2950,1/28/2015,16,1072,P0
CS2951,8/31/2014,32,2382,P0
CS2952,2/1/2015,25,1691,P0
CS2953,1/22/2015,17,1093,P0
CS2954,1/27/2015,17,1404,P0
CS2955,2/15/2015,17,1191,P0
CS2956,3/10/2015,29,2050,P0
CS2957,1/12/2015,19,1251,P0
CS2958,11/30/2014,13,778,P2
CS2959,3/2/2015,16,1124,P0
CS2960,2/9/2015,16,1178,P0
CS2961,1/22/2015,30,2183,P0
CS2962,3/16/2015,23,1639,P0
CS2963,12/25/2014,16,1109,P0
CS2964,12/10/2014,21,1363,P0
CS2965,10/5/2014,13,793,P2
CS2966,9/4/2014,18,1143,P0
CS2967,3/16/2015,21,1425,P0
CS2968,1/23/2015,24,1649,P0
CS2969,3/7/2015,18,1314,P0
CS2970,3/7/2015,21,1496,P0
CS2971,9/9/2014,16,1029,P0
CS2972,8/27/2014,19,1301,P0
CS2973,9/11/2014,19,1317,P0
CS2974,12/25/2014,19,1368,P0
CS2975,1/21/2015,22,1387,P0
CS2976,8/25/2014,14,897,P2
CS2977,3/6/2015,21,1490,P0
CS2978,11/17/2014,20,1470,P0
CS2979,3/14/2015,20,1398,P0
CS2980,9/30/2014,21,1562,P0
CS2981,11/28/2014,18,1369,P0
CS2982,12/24/2014,22,1543,P0
CS2983,3/5/2015,23,1524,P0
CS2984,1/24/2015,29,1955,P0
CS2985,8/2/2014,16,1133,P0
CS2986,12/26/2014,25,1720,P0
CS2987,12/18/2014,20,1508,P0
CS2988,2/26/2015,22,1543,P0
CS2989,3/7/2015,26,1702,P0
CS2990,12/12/2014,27,1765,P0
CS2991,3/9/2015,22,1568,P0
CS2992,9/28/2014,16,1031,P0
CS2993,1/2/2015,16,1190,P0
CS2994,2/2/2015,22,1470,P0
CS2995,2/5/2015,14,794,P2
CS2996,12/9/2014,25,1719,P0
CS2997,11/27/2014,21,1503,P0
CS2998,2/10/2015,21,1456,P0
CS2999,10/18/2014,19,1262,P0
CS3000,3/8/2015,20,1379,P0
CS3001,7/25/2014,15,1193,P0
CS3002,2/1/2015,22,1394,P0
CS3003,2/18/2015,17,1213,P0
CS3004,3/15/2015,24,1939,P0
CS3005,1/11/2015,23,1740,P0
CS3006,3/3/2015,24,1732,P0
CS3007,6/6/2014,16,1127,P0
CS3008,2/13/2015,24,1788,P0
CS3009,3/9/2015,14,895,P2
CS3010,3/16/2015,26,1862,P0
CS3011,12/14/2014,28,1890,P0
CS3012,2/3/2015,24,1688,P0
CS3013,3/9/2015,35,2259,P0
CS3014,12/26/2014,23,1641,P0
CS3015,3/4/2015,24,1601,P0
CS3016,4/25/2014,9,634,P2
CS3017,7/3/2014,19,1424,P0
CS3018,6/1/2014,19,1190,P0
CS3019,2/1/2015,23,1593,P0
CS3020,3/6/2015,23,1486,P0
CS3021,1/2/2015,13,871,P2
CS3022,1/17/2015,21,1469,P0
CS3023,1/4/2015,19,1242,P0
CS3024,11/6/2014,24,1738,P0
CS3025,12/28/2014,13,960,P2
CS3026,2/10/2015,21,1409,P0
CS3027,2/9/2015,19,1345,P0
CS3028,3/2/2015,31,2214,P0
CS3029,1/3/2015,24,1705,P0
CS3030,1/31/2015,23,1579,P0
CS3031,2/19/2015,20,1407,P0
CS3032,3/5/2015,17,1305,P0
CS3033,11/9/2014,14,981,P2
CS3034,12/22/2014,22,1555,P0
CS3035,11/11/2014,20,1365,P0
CS3036,2/16/2015,23,1587,P0
CS3037,1/24/2015,21,1324,P0
CS3038,2/16/2015,17,1283,P0
CS3039,2/20/2015,17,1296,P0
CS3040,2/24/2015,17,1266,P0
CS3041,3/11/2015,22,1397,P0
CS3042,2/10/2015,14,936,P2
CS3043,12/2/2014,17,1154,P0
CS3044,3/12/2015,22,1576,P0
CS3045,1/16/2015,18,1351,P0
CS3046,1/13/2015,22,1631,P0
CS3047,1/7/2015,25,1729,P0
CS3048,1/29/2015,11,693,P2
CS3049,3/2/2015,21,1333,P0
CS3050,12/6/2014,20,1206,P0
CS3051,11/23/2014,19,1375,P0
CS3052,2/4/2015,26,1811,P0
CS3053,1/14/2015,15,1311,P0
CS3054,2/23/2015,14,1028,P2
CS3055,1/14/2015,21,1542,P0
CS3056,11/10/2014,17,1169,P0
CS3057,12/5/2014,13,924,P2
CS3058,3/4/2015,25,1810,P0
CS3059,12/17/2014,18,1349,P0
CS3060,11/28/2014,24,1763,P0
CS3061,1/13/2015,23,1749,P0
CS3062,1/18/2015,21,1546,P0
CS3063,12/1/2014,14,919,P2
CS3064,2/28/2014,22,1425,P0
CS3065,11/7/2014,16,967,P2
CS3066,12/24/2014,19,1273,P0
CS3067,2/27/2015,22,1450,P0
CS3068,1/21/2015,18,1181,P0
CS3069,1/28/2015,22,1487,P0
CS3070,1/25/2015,21,1433,P0
CS3071,2/22/2015,23,1642,P0
CS3072,1/16/2015,18,1154,P0
CS3073,2/13/2015,27,1940,P0
CS3074,1/8/2015,22,1794,P0
CS3075,3/13/2015,19,1261,P0
CS3076,2/21/2015,21,1605,P0
CS3077,1/5/2015,29,1977,P0
CS3078,3/10/2015,17,1021,P0
CS3079,11/3/2014,24,1535,P0
CS3080,3/3/2015,24,1596,P0
CS3081,12/15/2014,21,1472,P0
CS3082,12/27/2014,21,1400,P0
CS3083,1/2/2015,17,1069,P0
CS3084,5/19/2014,12,904,P2
CS3085,11/21/2014,23,1618,P0
CS3086,2/4/2015,23,1561,P0
CS3087,12/27/2014,16,1007,P0
CS3088,9/3/2014,16,1106,P0
CS3089,11/23/2014,14,1050,P2
CS3090,12/26/2014,18,1198,P0
CS3091,10/8/2014,14,881,P2
CS3092,12/22/2014,21,1594,P0
CS3093,2/16/2015,21,1383,P0
CS3094,6/18/2014,15,1121,P0
CS3095,11/4/2014,24,1634,P0
CS3096,1/24/2015,18,1325,P0
CS3097,9/30/2014,19,1296,P0
CS3098,8/24/2014,21,1359,P0
CS3099,11/27/2014,17,1112,P0
CS3100,3/3/2015,18,1437,P0
CS3101,3/9/2015,30,2106,P0
CS3102,11/21/2014,14,1031,P2
CS3103,3/13/2015,16,1006,P0
CS3104,10/11/2014,17,1174,P0
CS3105,2/21/2015,21,1432,P0
CS3106,10/19/2014,18,1270,P0
CS3107,2/15/2015,17,1233,P0
CS3108,6/22/2014,16,1032,P0
CS3109,3/9/2015,20,1402,P0
CS3110,11/15/2014,19,1279,P0
CS3111,8/18/2014,21,1644,P0
CS3112,11/16/2014,20,1225,P0
CS3113,11/18/2014,12,937,P2
CS3114,9/26/2014,18,1173,P0
CS3115,2/24/2015,15,1074,P0
CS3116,2/22/2015,25,1918,P0
CS3117,11/2/2014,23,1562,P0
CS3118,3/2/2015,22,1436,P0
CS3119,1/7/2015,22,1642,P0
CS3120,1/28/2015,12,808,P2
CS3121,3/10/2015,23,1694,P0
CS3122,2/13/2015,23,1519,P0
CS3123,3/3/2015,23,1543,P0
CS3124,11/17/2014,19,1335,P0
CS3125,1/6/2015,14,1116,P2
CS3126,10/11/2014,20,1304,P0
CS3127,3/16/2015,26,1665,P0
CS3128,12/19/2014,23,1472,P0
CS3129,3/10/2015,27,1894,P0
CS3130,2/23/2015,24,1674,P0
CS3131,3/10/2015,28,2060,P0
CS3132,3/12/2015,22,1719,P0
CS3133,8/20/2014,14,892,P2
CS3134,10/26/2014,19,1203,P0
CS3135,10/31/2014,16,1097,P0
CS3136,1/8/2015,24,1629,P0
CS3137,3/10/2015,17,1201,P0
CS3138,10/27/2014,16,999,P2
CS3139,3/3/2015,23,1673,P0
CS3140,8/22/2014,12,852,P2
CS3141,1/29/2015,25,1772,P0
CS3142,2/15/2015,19,1463,P0
CS3143,2/1/2015,23,1432,P0
CS3144,2/13/2015,25,1808,P0
CS3145,2/16/2015,21,1339,P0
CS3146,3/10/2015,18,1316,P0
CS3147,10/9/2014,17,1211,P0
CS3148,6/16/2014,20,1474,P0
CS3149,1/28/2015,12,783,P2
CS3150,2/26/2015,16,1149,P0
CS3151,1/2/2015,18,1275,P0
CS3152,12/15/2014,15,924,P2
CS3153,10/9/2014,18,1331,P0
CS3154,12/8/2014,22,1478,P0
CS3155,1/14/2015,25,1858,P0
CS3156,11/7/2014,24,1624,P0
CS3157,1/19/2015,22,1686,P0
CS3158,11/25/2014,17,1229,P0
CS3159,2/4/2015,20,1462,P0
CS3160,11/19/2014,16,1019,P0
CS3161,1/12/2015,18,1253,P0
CS3162,2/28/2015,17,998,P2
CS3163,1/12/2015,31,2413,P0
CS3164,11/27/2014,29,1916,P0
CS3165,11/21/2014,30,2202,P0
CS3166,3/2/2015,25,1697,P0
CS3167,12/24/2014,18,1345,P0
CS3168,2/14/2015,14,962,P2
CS3169,1/30/2015,14,1061,P2
CS3170,10/30/2014,18,1178,P0
CS3171,11/23/2014,16,1205,P0
CS3172,12/28/2014,22,1465,P0
CS3173,3/6/2015,17,1085,P0
CS3174,1/25/2015,23,1581,P0
CS3175,1/20/2015,13,954,P2
CS3176,3/6/2015,16,895,P2
CS3177,1/30/2015,18,1246,P0
CS3178,2/1/2015,21,1543,P0
CS3179,1/13/2015,24,1572,P0
CS3180,11/17/2014,25,1911,P0
CS3181,8/18/2014,22,1593,P0
CS3182,2/20/2015,25,1630,P0
CS3183,1/2/2015,21,1370,P0
CS3184,2/20/2015,20,1578,P0
CS3185,10/14/2014,13,939,P2
CS3186,12/15/2014,21,1581,P0
CS3187,1/30/2015,21,1487,P0
CS3188,12/17/2014,18,1188,P0
CS3189,2/1/2015,24,1652,P0
CS3190,1/18/2015,23,1684,P0
CS3191,1/21/2015,23,1478,P0
CS3192,12/27/2014,12,891,P2
CS3193,3/15/2015,19,1288,P0
CS3194,2/28/2015,22,1459,P0
CS3195,3/1/2015,27,1743,P0
CS3196,12/19/2014,22,1540,P0
CS3197,10/27/2014,16,1176,P0
CS3198,2/19/2015,24,1742,P0
CS3199,1/30/2015,24,1542,P0
CS3200,10/22/2014,14,1015,P2
CS3201,12/16/2014,26,2014,P0
CS3202,1/14/2015,21,1565,P0
CS3203,12/13/2014,18,1319,P0
CS3204,1/20/2015,19,1154,P0
CS3205,3/16/2015,23,1522,P0
CS3206,3/14/2015,18,1256,P0
CS3207,2/9/2015,20,1322,P0
CS3208,8/16/2014,15,1123,P0
CS3209,1/22/2015,23,1707,P0
CS3210,1/31/2015,24,1772,P0
CS3211,2/8/2015,11,741,P2
CS3212,11/17/2014,21,1689,P0
CS3213,10/19/2014,24,1446,P0
CS3214,12/29/2014,21,1464,P0
CS3215,1/14/2015,16,1128,P0
CS3216,1/15/2015,22,1597,P0
CS3217,3/11/2015,19,1506,P0
CS3218,3/10/2015,22,1717,P0
CS3219,1/12/2015,23,1654,P0
CS3220,3/15/2015,20,1429,P0
CS3221,10/19/2014,28,2159,P0
CS3222,3/2/2015,25,1828,P0
CS3223,10/9/2014,24,1699,P0
CS3224,1/31/2015,26,1751,P0
CS3225,10/11/2014,16,1204,P0
CS3226,7/20/2014,17,1183,P0
CS3227,11/30/2014,21,1545,P0
CS3228,12/5/2014,28,2047,P0
CS3229,2/1/2015,27,1754,P0
CS3230,11/17/2014,19,1222,P0
CS3231,12/20/2014,19,1314,P0
CS3232,12/31/2014,21,1562,P0
CS3233,2/23/2015,16,1177,P0
CS3234,3/12/2015,26,1707,P0
CS3235,1/18/2015,13,790,P2
CS3236,3/13/2015,15,995,P2
CS3237,2/24/2015,22,1545,P0
CS3238,3/16/2015,21,1529,P0
CS3239,10/2/2014,13,769,P2
CS3240,11/28/2014,16,1016,P0
CS3241,11/28/2014,17,1257,P0
CS3242,1/21/2015,24,1843,P0
CS3243,12/23/2014,18,1358,P0
CS3244,8/15/2014,15,1095,P0
CS3245,11/2/2014,20,1321,P0
CS3246,2/25/2015,15,1012,P0
CS3247,10/17/2014,21,1597,P0
CS3248,1/20/2015,14,823,P2
CS3249,1/8/2015,28,1868,P0
CS3250,1/13/2015,18,1217,P0
CS3251,3/9/2015,18,1162,P0
CS3252,2/14/2015,15,1039,P0
CS3253,12/28/2014,19,1241,P0
CS3254,1/21/2015,21,1443,P0
CS3255,12/31/2014,19,1197,P0
CS3256,10/5/2014,20,1384,P0
CS3257,1/19/2015,16,1135,P0
CS3258,12/5/2014,20,1348,P0
CS3259,1/27/2015,23,1674,P0
CS3260,2/6/2015,21,1654,P0
CS3261,4/30/2014,16,1047,P0
CS3262,2/26/2015,22,1555,P0
CS3263,1/15/2015,20,1415,P0
CS3264,2/9/2015,17,1271,P0
CS3265,11/5/2014,20,1292,P0
CS3266,7/15/2014,16,973,P2
CS3267,1/2/2015,20,1393,P0
CS3268,10/20/2014,22,1685,P0
CS3269,11/1/2014,13,882,P2
CS3270,3/13/2015,33,2349,P0
CS3271,2/4/2015,26,1747,P0
CS3272,1/20/2015,19,1393,P0
CS3273,3/12/2015,18,1190,P0
CS3274,1/28/2015,26,1824,P0
CS3275,3/12/2015,18,1126,P0
CS3276,2/24/2015,24,1626,P0
CS3277,1/16/2015,20,1431,P0
CS3278,3/3/2015,27,1866,P0
CS3279,3/15/2015,21,1331,P0
CS3280,1/4/2015,18,1253,P0
CS3281,12/3/2014,15,961,P2
CS3282,2/17/2015,17,1239,P0
CS3283,1/6/2015,20,1338,P0
CS3284,2/11/2015,17,1139,P0
CS3285,8/22/2014,21,1619,P0
CS3286,12/29/2014,18,1150,P0
CS3287,2/21/2015,19,1297,P0
CS3288,8/17/2014,21,1496,P0
CS3289,1/6/2015,26,1963,P0
CS3290,1/18/2015,23,1639,P0
CS3291,2/17/2015,26,1994,P0
CS3292,2/9/2015,21,1592,P0
CS3293,10/28/2014,14,1000,P2
CS3294,3/16/2015,18,1225,P0
CS3295,1/7/2015,23,1655,P0
CS3296,2/6/2015,24,1560,P0
CS3297,11/10/2014,15,979,P2
CS3298,3/16/2015,23,1574,P0
CS3299,12/8/2014,23,1509,P0
CS3300,3/8/2015,16,966,P2
CS3301,12/27/2014,25,1668,P0
CS3302,2/13/2015,24,1702,P0
CS3303,12/29/2014,13,834,P2
CS3304,9/23/2014,24,1634,P0
CS3305,2/18/2015,23,1549,P0
CS3306,2/25/2015,14,1018,P2
CS3307,1/14/2015,13,1037,P2
CS3308,1/31/2015,14,975,P2
CS3309,1/13/2015,16,1159,P0
CS3310,12/10/2014,22,1595,P0
CS3311,2/4/2015,26,1850,P0
CS3312,9/7/2014,13,937,P2
CS3313,1/8/2015,23,1561,P0
CS3314,2/20/2015,15,1048,P0
CS3315,3/1/2015,26,1805,P0
CS3316,3/16/2015,16,1176,P0
CS3317,3/9/2015,8,565,P2
CS3318,8/27/2014,19,1437,P0
CS3319,1/28/2015,14,833,P2
CS3320,2/7/2015,14,928,P2
CS3321,3/13/2015,22,1487,P0
CS3322,1/27/2015,23,1814,P0
CS3323,12/28/2014,17,1145,P0
CS3324,2/24/2015,27,1905,P0
CS3325,11/8/2014,19,1194,P0
CS3326,1/5/2015,23,1588,P0
CS3327,8/20/2014,26,1843,P0
CS3328,1/16/2015,18,1260,P0
CS3329,10/4/2014,18,1164,P0
CS3330,1/27/2015,23,1490,P0
CS3331,6/25/2014,16,1124,P0
CS3332,1/19/2015,18,1441,P0
CS3333,1/23/2015,18,1300,P0
CS3334,2/11/2015,20,1339,P0
CS3335,3/14/2015,22,1651,P0
CS3336,3/5/2015,17,1167,P0
CS3337,9/28/2014,25,1579,P0
CS3338,2/3/2015,16,1092,P0
CS3339,3/2/2015,26,1966,P0
CS3340,2/21/2015,21,1399,P0
CS3341,1/31/2015,15,970,P2
CS3342,2/21/2015,18,1348,P0
CS3343,12/1/2014,24,1600,P0
CS3344,9/23/2014,11,769,P2
CS3345,1/6/2015,19,1399,P0
CS3346,7/19/2014,18,1430,P0
CS3347,12/21/2014,19,1297,P0
CS3348,2/23/2015,28,2024,P0
CS3349,12/21/2014,20,1483,P0
CS3350,3/11/2015,18,1300,P0
CS3351,12/27/2014,20,1370,P0
CS3352,1/26/2015,16,1190,P0
CS3353,3/9/2015,26,1823,P0
CS3354,2/3/2015,16,963,P2
CS3355,2/23/2015,30,2118,P0
CS3356,1/10/2015,31,2221,P0
CS3357,11/8/2014,22,1482,P0
CS3358,4/19/2014,23,1613,P0
CS3359,3/6/2015,25,1712,P0
CS3360,10/13/2014,22,1410,P0
CS3361,10/17/2014,17,1225,P0
CS3362,11/13/2014,30,2303,P0
CS3363,12/11/2014,23,1570,P0
CS3364,1/2/2015,15,1082,P0
CS3365,10/13/2014,23,1747,P0
CS3366,2/8/2015,24,1869,P0
CS3367,1/31/2015,16,1274,P0
CS3368,2/19/2015,26,1658,P0
CS3369,1/30/2015,25,1731,P0
CS3370,3/12/2015,9,616,P2
CS3371,1/14/2015,25,1820,P0
CS3372,3/5/2015,23,1642,P0
CS3373,3/16/2015,25,1597,P0
CS3374,1/10/2015,18,1195,P0
CS3375,1/6/2015,18,1159,P0
CS3376,2/23/2015,18,1149,P0
CS3377,1/15/2015,23,1892,P0
CS3378,12/10/2014,10,749,P2
CS3379,12/4/2014,14,1078,P2
CS3380,11/24/2014,15,1114,P0
CS3381,10/7/2014,14,982,P2
CS3382,3/4/2015,24,1666,P0
CS3383,3/1/2015,26,1764,P0
CS3384,3/7/2015,21,1526,P0
CS3385,1/19/2015,13,778,P2
CS3386,9/24/2014,20,1430,P0
CS3387,2/20/2015,13,1064,P2
CS3388,2/15/2015,22,1337,P0
CS3389,11/7/2014,16,1132,P0
CS3390,1/7/2015,17,1208,P0
CS3391,11/21/2014,19,1459,P0
CS3392,12/3/2014,16,1169,P0
CS3393,2/26/2015,14,976,P2
CS3394,12/28/2014,17,1365,P0
CS3395,2/15/2015,11,637,P2
CS3396,2/17/2015,17,1102,P0
CS3397,1/7/2015,20,1406,P0
CS3398,2/14/2015,21,1581,P0
CS3399,7/20/2014,17,1206,P0
CS3400,2/27/2015,24,1615,P0
CS3401,3/9/2015,20,1460,P0
CS3402,12/12/2014,18,1246,P0
CS3403,3/10/2015,22,1536,P0
CS3404,3/3/2015,21,1545,P0
CS3405,1/4/2015,12,837,P2
CS3406,1/10/2015,23,1506,P0
CS3407,1/14/2015,15,1025,P0
CS3408,3/10/2015,21,1515,P0
CS3409,2/13/2015,27,2106,P0
CS3410,3/10/2015,26,1942,P0
CS3411,3/2/2015,21,1556,P0
CS3412,11/7/2014,18,1349,P0
CS3413,3/10/2015,13,936,P2
CS3414,1/19/2015,28,2105,P0
CS3415,3/7/2015,22,1682,P0
CS3416,2/23/2015,20,1441,P0
CS3417,3/10/2015,29,1954,P0
CS3418,2/7/2015,17,1200,P0
CS3419,2/4/2015,22,1635,P0
CS3420,3/11/2015,28,1768,P0
CS3421,2/26/2015,24,1617,P0
CS3422,6/11/2014,14,930,P2
CS3423,2/18/2015,17,1165,P0
CS3424,2/18/2015,17,1219,P0
CS3425,2/22/2015,20,1366,P0
CS3426,1/29/2015,28,1896,P0
CS3427,3/2/2015,16,1174,P0
CS3428,10/25/2014,22,1553,P0
CS3429,10/20/2014,22,1599,P0
CS3430,1/12/2015,15,1006,P0
CS3431,11/19/2014,22,1661,P0
CS3432,1/6/2015,16,1092,P0
CS3433,2/25/2015,20,1354,P0
CS3434,9/17/2014,21,1429,P0
CS3435,2/3/2015,16,1041,P0
CS3436,11/23/2014,17,1256,P0
CS3437,2/6/2015,17,1329,P0
CS3438,8/28/2014,17,1175,P0
CS3439,2/2/2015,21,1320,P0
CS3440,3/4/2015,29,1905,P0
CS3441,12/25/2014,26,1721,P0
CS3442,3/7/2015,26,1850,P0
CS3443,10/18/2014,16,1113,P0
CS3444,1/13/2015,20,1453,P0
CS3445,7/20/2014,13,839,P2
CS3446,2/27/2015,12,837,P2
CS3447,12/16/2014,24,1810,P0
CS3448,2/3/2015,21,1640,P0
CS3449,1/14/2015,16,1048,P0
CS3450,9/30/2014,23,1690,P0
CS3451,3/3/2015,23,1736,P0
CS3452,3/3/2015,24,1714,P0
CS3453,2/16/2015,25,1726,P0
CS3454,2/9/2015,21,1434,P0
CS3455,5/29/2014,21,1292,P0
CS3456,1/8/2015,23,1679,P0
CS3457,2/9/2015,14,1048,P2
CS3458,3/13/2015,18,1181,P0
CS3459,1/15/2015,21,1361,P0
CS3460,1/22/2015,19,1440,P0
CS3461,2/6/2015,15,997,P2
CS3462,12/11/2014,24,1843,P0
CS3463,1/7/2015,21,1500,P0
CS3464,2/16/2015,20,1321,P0
CS3465,2/11/2015,20,1286,P0
CS3466,3/5/2015,21,1429,P0
CS3467,11/11/2014,12,813,P2
CS3468,1/10/2015,24,1830,P0
CS3469,12/24/2014,22,1516,P0
CS3470,1/13/2015,30,2035,P0
CS3471,11/10/2014,21,1538,P0
CS3472,1/2/2015,17,1115,P0
CS3473,1/9/2015,20,1406,P0
CS3474,12/22/2014,17,1113,P0
CS3475,1/11/2015,25,1811,P0
CS3476,12/29/2014,18,1322,P0
CS3477,1/6/2015,31,1978,P0
CS3478,3/8/2015,21,1391,P0
CS3479,3/1/2015,14,1015,P2
CS3480,3/10/2015,27,1890,P0
CS3481,3/5/2015,24,1601,P0
CS3482,12/25/2014,17,1208,P0
CS3483,11/20/2014,29,1977,P0
CS3484,10/14/2014,13,867,P2
CS3485,9/19/2014,25,1633,P0
CS3486,10/12/2014,16,1147,P0
CS3487,4/5/2014,9,703,P2
CS3488,2/1/2015,22,1490,P0
CS3489,2/14/2015,19,1357,P0
CS3490,3/9/2015,18,1155,P0
CS3491,2/25/2015,18,1165,P0
CS3492,3/8/2015,26,1826,P0
CS3493,9/26/2014,20,1397,P0
CS3494,12/30/2014,15,1074,P0
CS3495,10/16/2014,19,1326,P0
CS3496,2/9/2015,16,1254,P0
CS3497,12/10/2014,11,900,P2
CS3498,3/5/2015,22,1480,P0
